資料基準年度,產業別,市場,臺灣對該市場出口額USD千美元,臺灣對該市場出口額排名,市場成長率%,市場占比%
112,紙漿；紙及其製品；印刷品,摩納哥,0.00,228,-100.00,0.00
112,紙漿；紙及其製品；印刷品,獅子山,0.00,229,-100.00,0.00
112,紙漿；紙及其製品；印刷品,巴貝多,0.00,230,-100.00,0.00
112,紙漿；紙及其製品；印刷品,索羅門群島,0.00,231,-100.00,0.00
112,動植物油脂,南韓,30690.17,1,12.31,20.43
112,動植物油脂,美國,19852.25,2,-21.15,13.22
112,動植物油脂,馬來西亞,19697.35,3,113.11,13.11
112,動植物油脂,香港,13934.12,4,1.81,9.28
112,動植物油脂,新加坡,13706.12,5,-30.32,9.13
112,動植物油脂,日本,8357.43,6,-64.01,5.56
112,動植物油脂,德國,6154.55,7,25875.03,4.10
112,動植物油脂,比利時,4488.44,8,11240.34,2.99
112,動植物油脂,中國大陸,4425.77,9,-49.72,2.95
112,動植物油脂,越南,4227.19,10,13.06,2.81
112,動植物油脂,荷蘭,3963.22,11,88.38,2.64
112,動植物油脂,菲律賓,3011.06,12,1.92,2.00
112,動植物油脂,加拿大,2845.23,13,-39.52,1.89
112,動植物油脂,泰國,2806.29,14,-24.09,1.87
112,動植物油脂,澳大利亞,2493.01,15,5.17,1.66
112,動植物油脂,印尼,1292.18,16,-25.23,0.86
112,動植物油脂,印度,1198.79,17,856.08,0.80
112,動植物油脂,紐西蘭,965.52,18,112.78,0.64
112,動植物油脂,葡萄牙,958.85,19,-55.88,0.64
112,動植物油脂,以色列,852.35,20,14.81,0.57
112,動植物油脂,法國,691.01,21,36.28,0.46
112,動植物油脂,西班牙,466.24,22,-27.35,0.31
112,動植物油脂,阿拉伯聯合大公國,341.94,23,-25.16,0.23
112,動植物油脂,義大利,274.24,24,1145.39,0.18
112,動植物油脂,美屬薩摩亞,255.26,25,112.71,0.17
112,動植物油脂,英國,246.11,26,87.95,0.16
112,動植物油脂,巴基斯坦,238.47,27,-55.97,0.16
112,動植物油脂,埃及,201.52,28,131.17,0.13
112,動植物油脂,孟加拉,198.53,29,-75.70,0.13
112,動植物油脂,關島,163.95,30,-35.22,0.11
112,動植物油脂,波蘭,118.78,31,-80.81,0.08
112,動植物油脂,北馬里亞納群島,106.27,32,30.32,0.07
112,動植物油脂,帛琉,82.77,33,-1.66,0.06
112,動植物油脂,科威特,80.37,34,-44.95,0.05
112,動植物油脂,沙烏地阿拉伯,80.35,35,57.38,0.05
112,動植物油脂,智利,78.73,36,71.01,0.05
112,動植物油脂,哥斯大黎加,65.67,37,-56.36,0.04
112,動植物油脂,南非,64.96,38,-21.31,0.04
112,動植物油脂,約旦,57.49,39,0.00,0.04
112,動植物油脂,挪威,50.03,40,4.11,0.03
112,動植物油脂,馬紹爾群島共和國,48.66,41,39.97,0.03
112,動植物油脂,瓜地馬拉,39.01,42,-25.66,0.03
112,動植物油脂,阿根廷,31.65,43,-64.87,0.02
112,動植物油脂,烏拉圭,28.64,44,166.39,0.02
112,動植物油脂,緬甸,27.05,45,-57.59,0.02
112,動植物油脂,委內瑞拉,25.87,46,15.75,0.02
112,動植物油脂,捷克,24.56,47,0.00,0.02
112,動植物油脂,墨西哥,21.33,48,28.75,0.01
112,動植物油脂,巴布亞紐幾內亞,18.07,49,-6.14,0.01
112,動植物油脂,其他國家,16.41,50,-6.13,0.01
112,動植物油脂,塞內加爾,13.67,51,86.69,0.01
112,動植物油脂,巴林,11.73,52,3.83,0.01
112,動植物油脂,吉布地,11.67,53,0.00,0.01
112,動植物油脂,巴西,10.64,54,8.11,0.01
112,動植物油脂,阿曼,10.21,55,-63.97,0.01
112,動植物油脂,尼加拉瓜,10.00,56,18.16,0.01
112,動植物油脂,柬埔寨,9.77,57,-29.96,0.01
112,動植物油脂,法屬玻里尼西亞,8.08,58,51.41,0.01
112,動植物油脂,千里達及托巴哥,7.99,59,-28.81,0.01
112,動植物油脂,象牙海岸,5.14,60,173.78,0.00
112,動植物油脂,汶萊,4.92,61,0.00,0.00
112,動植物油脂,澳門,4.85,62,-62.59,0.00
112,動植物油脂,密克羅尼西亞,3.11,63,-44.46,0.00
112,動植物油脂,斐濟,2.36,64,772.11,0.00
112,動植物油脂,萬那杜,2.33,65,246.46,0.00
112,動植物油脂,東加,2.33,66,-22.46,0.00
112,動植物油脂,喬治亞,2.16,67,0.00,0.00
112,動植物油脂,塞席爾,1.98,68,0.00,0.00
112,動植物油脂,斯里蘭卡,1.07,69,-86.24,0.00
112,動植物油脂,甘比亞,0.86,70,-41.33,0.00
112,動植物油脂,迦納,0.85,71,180.52,0.00
112,動植物油脂,馬達加斯加,0.77,72,0.00,0.00
112,動植物油脂,丹麥,0.49,73,0.00,0.00
112,動植物油脂,多哥,0.41,74,0.00,0.00
112,動植物油脂,喀麥隆,0.40,75,0.00,0.00
112,動植物油脂,索馬利亞,0.26,76,0.00,0.00
112,動植物油脂,納米比亞,0.13,77,0.00,0.00
112,動植物油脂,聖露西亞,0.10,78,0.00,0.00
112,動植物油脂,賴索托,0.07,79,-73.85,0.00
112,動植物油脂,奈及利亞,0.07,80,0.00,0.00
112,動植物油脂,史瓦帝尼,0.06,81,-37.94,0.00
112,動植物油脂,吐瓦魯,0.06,82,-67.89,0.00
112,動植物油脂,多明尼加,0.06,83,0.00,0.00
112,動植物油脂,奧地利,0.00,137,-100.00,0.00
112,動植物油脂,蘇利南,0.00,138,-100.00,0.00
112,動植物油脂,聖克里斯多福,0.00,139,-100.00,0.00
112,動植物油脂,立陶宛,0.00,140,-100.00,0.00
112,動植物油脂,諾魯,0.00,141,-100.00,0.00
112,動植物油脂,希臘,0.00,142,-100.00,0.00
112,動植物油脂,衣索比亞,0.00,143,-100.00,0.00
112,基本金屬及其製品,美國,6923251.10,1,-26.99,24.09
112,基本金屬及其製品,中國大陸,4188184.55,2,-25.45,14.57
112,基本金屬及其製品,日本,2511984.47,3,-14.04,8.74
112,基本金屬及其製品,泰國,1043788.68,4,-19.44,3.63
112,基本金屬及其製品,越南,977477.24,5,-36.93,3.40
112,基本金屬及其製品,馬來西亞,921529.34,6,-17.73,3.21
112,基本金屬及其製品,南韓,915590.81,7,-18.91,3.19
112,基本金屬及其製品,比利時,846104.15,8,-2.62,2.94
112,基本金屬及其製品,德國,795478.46,9,-18.61,2.77
112,基本金屬及其製品,義大利,747966.87,10,-16.08,2.60
112,基本金屬及其製品,墨西哥,734794.46,11,-9.62,2.56
112,基本金屬及其製品,加拿大,718763.37,12,-27.05,2.50
112,基本金屬及其製品,澳大利亞,635098.10,13,-28.68,2.21
112,基本金屬及其製品,英國,607842.45,14,-9.99,2.12
112,基本金屬及其製品,荷蘭,605019.89,15,-12.77,2.11
112,基本金屬及其製品,西班牙,569747.40,16,-15.66,1.98
112,基本金屬及其製品,新加坡,410413.35,17,4.29,1.43
112,基本金屬及其製品,印尼,407666.72,18,-13.25,1.42
112,基本金屬及其製品,印度,384676.24,19,-14.29,1.34
112,基本金屬及其製品,菲律賓,347833.64,20,-26.00,1.21
112,基本金屬及其製品,香港,286115.81,21,-42.20,1.00
112,基本金屬及其製品,法國,241472.52,22,-11.71,0.84
112,基本金屬及其製品,葡萄牙,208963.36,23,35.14,0.73
112,基本金屬及其製品,瑞典,205318.12,24,-16.31,0.71
112,基本金屬及其製品,波蘭,175652.85,25,-22.68,0.61
112,基本金屬及其製品,沙烏地阿拉伯,172429.72,26,-36.36,0.60
112,基本金屬及其製品,俄羅斯,168198.87,27,-2.91,0.59
112,基本金屬及其製品,阿拉伯聯合大公國,164078.24,28,-14.82,0.57
112,基本金屬及其製品,土耳其,150702.41,29,-31.51,0.52
112,基本金屬及其製品,孟加拉,146855.51,30,-1.85,0.51
112,基本金屬及其製品,南非,130183.80,31,8.05,0.45
112,基本金屬及其製品,紐西蘭,117708.23,32,-32.50,0.41
112,基本金屬及其製品,巴西,110954.71,33,17.49,0.39
112,基本金屬及其製品,以色列,81485.87,34,-17.68,0.28
112,基本金屬及其製品,丹麥,81170.31,35,-33.17,0.28
112,基本金屬及其製品,捷克,80760.69,36,-13.48,0.28
112,基本金屬及其製品,巴基斯坦,68947.07,37,-48.75,0.24
112,基本金屬及其製品,瑞士,60852.20,38,-65.65,0.21
112,基本金屬及其製品,希臘,50160.98,39,74.38,0.17
112,基本金屬及其製品,埃及,48832.53,40,23.69,0.17
112,基本金屬及其製品,芬蘭,36202.44,41,-41.99,0.13
112,基本金屬及其製品,奧地利,32817.39,42,-23.90,0.11
112,基本金屬及其製品,斯洛伐克,31299.66,43,-46.89,0.11
112,基本金屬及其製品,挪威,30032.47,44,-50.49,0.10
112,基本金屬及其製品,哥倫比亞,27633.37,45,-53.50,0.10
112,基本金屬及其製品,阿根廷,26224.20,46,-26.69,0.09
112,基本金屬及其製品,愛爾蘭,25730.12,47,-24.40,0.09
112,基本金屬及其製品,智利,25081.64,48,-30.02,0.09
112,基本金屬及其製品,羅馬尼亞,22492.45,49,-34.29,0.08
112,基本金屬及其製品,匈牙利,21171.21,50,-25.14,0.07
112,基本金屬及其製品,尼泊爾,20314.29,51,2271.07,0.07
112,基本金屬及其製品,愛沙尼亞,17314.92,52,-37.63,0.06
112,基本金屬及其製品,秘魯,16256.41,53,-23.29,0.06
112,基本金屬及其製品,科威特,15901.31,54,-31.88,0.06
112,基本金屬及其製品,多明尼加,15834.03,55,13.93,0.06
112,基本金屬及其製品,斯洛維尼亞,14803.76,56,-62.12,0.05
112,基本金屬及其製品,烏克蘭,14230.33,57,-1.25,0.05
112,基本金屬及其製品,柬埔寨,12676.40,58,-42.77,0.04
112,基本金屬及其製品,保加利亞,12667.90,59,-12.65,0.04
112,基本金屬及其製品,斯里蘭卡,12053.71,60,-16.57,0.04
112,基本金屬及其製品,卡達,11903.90,61,-16.07,0.04
112,基本金屬及其製品,立陶宛,10844.10,62,5.34,0.04
112,基本金屬及其製品,克羅埃西亞,10570.05,63,37.78,0.04
112,基本金屬及其製品,伊朗,10019.31,64,-38.04,0.03
112,基本金屬及其製品,奈及利亞,9875.13,65,-75.93,0.03
112,基本金屬及其製品,瓜地馬拉,9782.34,66,-22.26,0.03
112,基本金屬及其製品,波多黎各,9427.64,67,-25.72,0.03
112,基本金屬及其製品,利比亞,8962.39,68,309.73,0.03
112,基本金屬及其製品,哥斯大黎加,8590.97,69,-9.13,0.03
112,基本金屬及其製品,緬甸,8558.96,70,-22.60,0.03
112,基本金屬及其製品,厄瓜多,8310.30,71,-12.15,0.03
112,基本金屬及其製品,黎巴嫩,8301.79,72,2.39,0.03
112,基本金屬及其製品,約旦,8199.44,73,-27.64,0.03
112,基本金屬及其製品,澳門,7920.52,74,-23.40,0.03
112,基本金屬及其製品,其他國家,7406.28,75,-12.93,0.03
112,基本金屬及其製品,拉脫維亞,7290.06,76,67.99,0.03
112,基本金屬及其製品,關島,7031.67,77,27.83,0.02
112,基本金屬及其製品,伊拉克,5999.45,78,-27.15,0.02
112,基本金屬及其製品,巴拿馬,5942.63,79,-22.84,0.02
112,基本金屬及其製品,摩洛哥,5470.53,80,-41.23,0.02
112,基本金屬及其製品,哈薩克,5389.34,81,20.87,0.02
112,基本金屬及其製品,阿爾及利亞,5265.30,82,7.73,0.02
112,基本金屬及其製品,薩爾瓦多,4678.60,83,-10.23,0.02
112,基本金屬及其製品,阿曼,4344.98,84,-50.86,0.02
112,基本金屬及其製品,千里達及托巴哥,4165.43,85,-63.87,0.01
112,基本金屬及其製品,賽普勒斯,3492.36,86,5.38,0.01
112,基本金屬及其製品,烏拉圭,3310.60,87,-38.32,0.01
112,基本金屬及其製品,突尼西亞,2745.69,88,-48.05,0.01
112,基本金屬及其製品,白俄羅斯,2617.10,89,8.66,0.01
112,基本金屬及其製品,留尼旺,2604.28,90,-37.28,0.01
112,基本金屬及其製品,巴林,2596.78,91,-62.70,0.01
112,基本金屬及其製品,巴布亞紐幾內亞,2457.38,92,-48.42,0.01
112,基本金屬及其製品,模里西斯,2414.30,93,-38.19,0.01
112,基本金屬及其製品,宏都拉斯,2335.65,94,-33.49,0.01
112,基本金屬及其製品,盧森堡,2332.15,95,-19.72,0.01
112,基本金屬及其製品,烏茲別克,2314.91,96,38.54,0.01
112,基本金屬及其製品,喬治亞,2229.45,97,-21.10,0.01
112,基本金屬及其製品,波士尼亞及赫塞哥維納,1983.64,98,-11.54,0.01
112,基本金屬及其製品,塞爾維亞,1895.75,99,-53.00,0.01
112,基本金屬及其製品,巴拉圭,1713.89,100,-17.25,0.01
112,基本金屬及其製品,葉門,1545.00,101,-28.20,0.01
112,基本金屬及其製品,北馬其頓,1505.67,102,-25.05,0.01
112,基本金屬及其製品,汶萊,1497.00,103,-57.27,0.01
112,基本金屬及其製品,肯亞,1465.21,104,-90.63,0.01
112,基本金屬及其製品,紐喀里多尼亞,1451.06,105,49.46,0.01
112,基本金屬及其製品,密克羅尼西亞,1258.75,106,-7.38,0.00
112,基本金屬及其製品,幾內亞,1222.43,107,-33.49,0.00
112,基本金屬及其製品,馬爾地夫,1172.00,108,-19.52,0.00
112,基本金屬及其製品,斐濟,1104.10,109,-26.37,0.00
112,基本金屬及其製品,馬紹爾群島共和國,935.17,110,20.39,0.00
112,基本金屬及其製品,牙買加,921.35,111,-34.06,0.00
112,基本金屬及其製品,蒙特內哥羅,919.14,112,-43.74,0.00
112,基本金屬及其製品,迦納,908.91,113,25.96,0.00
112,基本金屬及其製品,馬達加斯加,889.18,114,48.51,0.00
112,基本金屬及其製品,北馬里亞納群島,868.19,115,205.57,0.00
112,基本金屬及其製品,列支敦斯登,854.92,116,-50.90,0.00
112,基本金屬及其製品,萬那杜,834.27,117,167.33,0.00
112,基本金屬及其製品,冰島,707.95,118,-17.56,0.00
112,基本金屬及其製品,阿爾巴尼亞,689.89,119,-4.81,0.00
112,基本金屬及其製品,帛琉,664.50,120,-67.72,0.00
112,基本金屬及其製品,蘇利南,658.28,121,20.24,0.00
112,基本金屬及其製品,坦尚尼亞,656.66,122,-9.93,0.00
112,基本金屬及其製品,玻利維亞,623.63,123,81.17,0.00
112,基本金屬及其製品,象牙海岸,603.66,124,-10.80,0.00
112,基本金屬及其製品,委內瑞拉,588.07,125,-50.01,0.00
112,基本金屬及其製品,馬爾他,585.38,126,-13.02,0.00
112,基本金屬及其製品,尼加拉瓜,452.77,127,-42.68,0.00
112,基本金屬及其製品,巴勒斯坦,434.59,128,89.49,0.00
112,基本金屬及其製品,敘利亞,407.88,129,-42.64,0.00
112,基本金屬及其製品,法屬玻里尼西亞,391.43,130,-29.72,0.00
112,基本金屬及其製品,貝里斯,378.49,131,783.36,0.00
112,基本金屬及其製品,烏干達,365.88,132,160.85,0.00
112,基本金屬及其製品,塞內加爾,342.31,133,68.25,0.00
112,基本金屬及其製品,蓋亞那,337.73,134,36.17,0.00
112,基本金屬及其製品,聖露西亞,259.41,135,437.01,0.00
112,基本金屬及其製品,大溪地,248.65,136,7.47,0.00
112,基本金屬及其製品,海地,246.20,137,-74.85,0.00
112,基本金屬及其製品,吐瓦魯,219.08,138,591.50,0.00
112,基本金屬及其製品,巴貝多,218.21,139,-64.07,0.00
112,基本金屬及其製品,吉布地,214.29,140,-26.43,0.00
112,基本金屬及其製品,聖克里斯多福,213.15,141,-55.27,0.00
112,基本金屬及其製品,亞塞拜然,204.28,142,-62.42,0.00
112,基本金屬及其製品,剛果,198.00,143,2736.95,0.00
112,基本金屬及其製品,美屬維京群島,188.19,144,1762.07,0.00
112,基本金屬及其製品,薩摩亞,184.80,145,-23.39,0.00
112,基本金屬及其製品,古巴,180.07,146,-60.53,0.00
112,基本金屬及其製品,衣索比亞,157.35,147,-1.52,0.00
112,基本金屬及其製品,東加,156.47,148,-28.64,0.00
112,基本金屬及其製品,格瑞那達,155.85,149,3940.55,0.00
112,基本金屬及其製品,史瓦帝尼,147.59,150,48.44,0.00
112,基本金屬及其製品,喀麥隆,143.76,151,171.96,0.00
112,基本金屬及其製品,尚比亞,130.09,152,-47.12,0.00
112,基本金屬及其製品,賴索托,123.33,153,-62.23,0.00
112,基本金屬及其製品,亞美尼亞,121.11,154,1086.94,0.00
112,基本金屬及其製品,塞席爾,119.83,155,196.26,0.00
112,基本金屬及其製品,索羅門群島,102.78,156,153.34,0.00
112,基本金屬及其製品,寮國,101.06,157,1576.46,0.00
112,基本金屬及其製品,科索沃,99.85,158,2.87,0.00
112,基本金屬及其製品,美屬薩摩亞,94.61,159,-39.64,0.00
112,基本金屬及其製品,吉里巴斯,83.72,160,-0.94,0.00
112,基本金屬及其製品,蒙古,75.58,161,-50.11,0.00
112,基本金屬及其製品,安地卡及巴布達,71.86,162,48.18,0.00
112,基本金屬及其製品,辛巴威,69.00,163,-42.11,0.00
112,基本金屬及其製品,賴比瑞亞,52.67,164,0.00,0.00
112,基本金屬及其製品,莫三比克,50.41,165,713.45,0.00
112,基本金屬及其製品,阿富汗,49.86,166,-46.95,0.00
112,基本金屬及其製品,摩爾多瓦,42.92,167,-96.95,0.00
112,基本金屬及其製品,法屬圭亞那,41.15,168,-17.06,0.00
112,基本金屬及其製品,安圭拉,38.63,169,-48.75,0.00
112,基本金屬及其製品,巴哈馬,29.35,170,1229.61,0.00
112,基本金屬及其製品,多哥,28.89,171,539.35,0.00
112,基本金屬及其製品,古拉索,26.10,172,-4.57,0.00
112,基本金屬及其製品,馬丁尼克,25.24,173,-38.10,0.00
112,基本金屬及其製品,剛果民主共和國,19.66,174,-71.52,0.00
112,基本金屬及其製品,馬利,19.29,175,0.00,0.00
112,基本金屬及其製品,阿魯巴,18.59,176,1431.92,0.00
112,基本金屬及其製品,吉爾吉斯,18.52,177,-8.60,0.00
112,基本金屬及其製品,蘇丹,17.95,178,-91.70,0.00
112,基本金屬及其製品,納米比亞,13.71,179,-76.18,0.00
112,基本金屬及其製品,諾魯,13.49,180,-79.34,0.00
112,基本金屬及其製品,不丹,10.49,181,0.00,0.00
112,基本金屬及其製品,茅利塔尼亞伊斯蘭共和國,9.18,182,-94.42,0.00
112,基本金屬及其製品,加彭,8.09,183,1719.06,0.00
112,基本金屬及其製品,荷屬聖馬丁,7.38,184,1952.09,0.00
112,基本金屬及其製品,安哥拉,7.10,185,-95.97,0.00
112,基本金屬及其製品,瓜德魯普,6.96,186,0.00,0.00
112,基本金屬及其製品,索馬利亞,6.88,187,-96.43,0.00
112,基本金屬及其製品,甘比亞,6.43,188,971.88,0.00
112,基本金屬及其製品,厄利垂亞,4.01,189,0.00,0.00
112,基本金屬及其製品,布吉納法索,3.51,190,2697.69,0.00
112,基本金屬及其製品,聖馬利諾,3.29,191,-17.20,0.00
112,基本金屬及其製品,馬拉威,2.35,192,-60.20,0.00
112,基本金屬及其製品,百慕達,2.13,193,351.61,0.00
112,基本金屬及其製品,貝南,1.70,194,-21.10,0.00
112,基本金屬及其製品,開曼群島,0.69,195,0.00,0.00
112,基本金屬及其製品,渥里斯及伏塔那,0.58,196,0.00,0.00
112,基本金屬及其製品,波札那,0.35,197,0.00,0.00
112,基本金屬及其製品,盧安達,0.00,228,-100.00,0.00
112,基本金屬及其製品,獅子山,0.00,229,-100.00,0.00
112,基本金屬及其製品,維德角,0.00,230,-100.00,0.00
112,基本金屬及其製品,多米尼克,0.00,231,-100.00,0.00
112,基本金屬及其製品,庫克群島,0.00,232,-100.00,0.00
112,基本金屬及其製品,蒲隆地,0.00,233,-100.00,0.00
112,基本金屬及其製品,英屬維爾京群島,0.00,234,-100.00,0.00
112,基本金屬及其製品,東帝汶,0.00,235,-100.00,0.00
112,基本金屬及其製品,南蘇丹,0.00,236,-100.00,0.00
112,基本金屬及其製品,法羅群島,0.00,237,-100.00,0.00
112,基本金屬及其製品,聖文森及格瑞納丁,0.00,238,-100.00,0.00
112,基本金屬及其製品,馬約特,0.00,239,-100.00,0.00
112,植物產品,日本,182298.66,1,-7.21,26.33
112,植物產品,美國,131777.82,2,0.18,19.03
112,植物產品,香港,58081.73,3,-13.83,8.39
112,植物產品,中國大陸,41214.20,4,-8.98,5.95
112,植物產品,加拿大,28375.82,5,17.20,4.10
112,植物產品,澳大利亞,23520.79,6,-1.72,3.40
112,植物產品,越南,22656.59,7,-8.63,3.27
112,植物產品,南韓,18936.45,8,-13.03,2.73
112,植物產品,巴布亞紐幾內亞,16030.93,9,-31.91,2.32
112,植物產品,新加坡,15642.57,10,-17.79,2.26
112,植物產品,馬來西亞,14549.33,11,-8.02,2.10
112,植物產品,荷蘭,14307.99,12,-8.36,2.07
112,植物產品,海地,10752.45,13,-5.76,1.55
112,植物產品,菲律賓,10644.21,14,15.22,1.54
112,植物產品,印度,9870.17,15,-0.51,1.43
112,植物產品,印尼,7911.41,16,2.33,1.14
112,植物產品,索羅門群島,6968.08,17,53.61,1.01
112,植物產品,泰國,5184.80,18,-29.69,0.75
112,植物產品,德國,4841.36,19,14.24,0.70
112,植物產品,巴西,3756.50,20,-23.39,0.54
112,植物產品,土耳其,3751.69,21,394.78,0.54
112,植物產品,莫三比克,3618.73,22,1305.63,0.52
112,植物產品,萬那杜,3559.06,23,-20.98,0.51
112,植物產品,英國,3099.35,24,2.86,0.45
112,植物產品,阿拉伯聯合大公國,2882.47,25,62.99,0.42
112,植物產品,沙烏地阿拉伯,2869.62,26,-9.41,0.41
112,植物產品,澳門,2695.10,27,19.07,0.39
112,植物產品,瓜地馬拉,2608.47,28,74.89,0.38
112,植物產品,吉里巴斯,2443.61,29,-24.29,0.35
112,植物產品,黎巴嫩,2308.94,30,629.56,0.33
112,植物產品,紐西蘭,2099.95,31,122.27,0.30
112,植物產品,薩摩亞,2028.67,32,-15.76,0.29
112,植物產品,孟加拉,1777.31,33,40.25,0.26
